225 -16.957985,-3.141884,0.988835 -0.355968 -0.166266 -0.177893
226 -16.736723,-4.136620,1.102546 -0.430987 -0.306986 -0.070395
227 -16.836281,-3.651316,1.282060 -0.420366 -0.229001 -0.107043
228 -12.912838,-10.683994,4.211526 -0.645556 -0.202558 0.253003
229 -6.334845,-15.486997,4.333594 -0.606910 -0.486576 0.223565
230 -15.500653,-7.160638,2.642385 -0.631853 -0.468118 0.273141
231 -15.401238,-7.206825,3.065270 -0.656921 -0.376775 0.237222
232 -17.119423,-2.122816,0.904910 -0.255667 -0.050156 -0.294116
233 -15.816002,-6.489115,2.501200 -0.622345 -0.506965 0.215142
234 -12.483927,-10.833637,5.042062 -0.657754 -0.205599 0.254486
235 -17.091663,-2.149329,1.288096 -0.287820 -0.054923 -0.263177
236 -3.320444,-16.934319,0.987597 -0.362653 -0.668867 -0.002083
237 -5.288422,-15.386002,5.837546 -0.598973 -0.504588 0.264550
238 -4.811314,-15.470654,6.024039 -0.578611 -0.517786 0.262305
239 -12.739893,-10.464197,5.179442 -0.667551 -0.196380 0.255630
240 -13.247347,-9.695060,5.397040 -0.693432 -0.181928 0.246849
241 -16.998205,-2.182049,2.170798 -0.364689 -0.083091 -0.174351
242 -13.773680,-8.751558,5.682509 -0.758158 -0.188992 0.238527
243 11.999950,-4.035751,11.763652 0.328246 -0.024572 -0.086315
244 10.307297,-4.111804,13.248740 0.267019 -0.024318 -0.003986
245 -15.628309,-5.198535,5.219171 -0.773689 -0.496717 -0.099554
246 4.734936,5.673999,15.615836 0.133515 0.196641 -0.210089
247 -16.272556,-3.850398,4.341448 -0.848397 -0.241134 0.279878
248 -16.819248,-2.625587,2.940873 -0.500201 -0.151813 -0.040870
249 2.432983,7.923682,15.155948 0.116122 0.206813 -0.248256
250 12.746464,-3.273038,11.201205 0.342794 0.003060 -0.143657
251 5.193245,7.221316,14.809253 0.126906 0.206001 -0.169687
252 12.517553,-1.175962,11.855014 0.308268 0.056910 -0.141509
253 9.682016,-1.539470,14.230857 0.221392 0.050000 -0.035607
254 5.940714,6.471719,14.875331 0.134919 0.199471 -0.153467
255 3.809036,9.443053,13.953172 0.107792 0.214143 -0.176325
256 2.065155,12.440227,11.800748 0.073647 0.183450 -0.188942
257 6.356346,6.157664,14.837077 0.139227 0.196852 -0.143537
258 2.211636,12.668256,11.528197 0.078271 0.181942 -0.188512
259 3.134470,11.608562,12.398616 0.097485 0.205082 -0.172096
260 2.397003,12.798781,11.345368 0.084671 0.182625 -0.187045
261 2.603514,12.555345,11.570003 0.089124 0.189450 -0.181951
262 -17.167347,-1.900204,-0.237292 -0.169387 -0.004760 -0.356403
263 -17.082747,-2.565191,0.031996 -0.237601 -0.077843 -0.278497
264 -17.137051,-2.168902,0.104650 -0.208938 -0.036174 -0.319825
265 -5.296942,-16.442156,0.589037 -0.478631 -0.551962 0.019938
266 -6.153541,-15.755792,3.556107 -0.578357 -0.494034 0.177670
267 -14.457062,-8.781276,3.529311 -0.646866 -0.229696 0.260988
268 -15.084425,-7.878553,2.989255 -0.639170 -0.343801 0.277741
269 -6.414639,-15.120271,5.384095 -0.643393 -0.487096 0.281790
270 -6.496226,-15.276255,4.815761 -0.629910 -0.484080 0.255531
271 -17.148491,-1.876673,0.895432 -0.233944 -0.026543 -0.318962
272 -12.663878,-10.501647,5.289101 -0.668299 -0.197066 0.255863
273 -3.537033,-16.371836,4.270883 -0.417653 -0.679698 0.166524
274 10.705576,-4.387721,12.838180 0.285672 -0.034555 -0.011787
275 12.976715,-3.521551,10.856284 0.354262 -0.002280 -0.160541
276 4.343943,5.882890,15.651973 0.133741 0.197725 -0.225936
277 1.515289,10.188922,13.864848 0.075730 0.200250 -0.202042
278 8.893341,-3.419320,14.418130 0.208315 0.003362 0.011188
279 1.402828,10.947190,13.285853 0.064267 0.193121 -0.192665
280 1.595814,11.278613,12.983085 0.064111 0.190531 -0.189407
281 8.686993,-2.808756,14.673154 0.198711 0.021686 0.000830
282 13.079033,-2.915193,10.912574 0.347277 0.016434 -0.172598
283 13.320971,-2.636400,10.688228 0.348925 0.026697 -0.195317
284 1.667742,12.151099,12.159709 0.062285 0.179470 -0.191982
285 12.843227,-1.992264,11.389033 0.327957 0.038690 -0.158255
286 5.074461,7.597890,14.660949 0.125229 0.208392 -0.168792
287 1.761585,12.481250,11.806556 0.064589 0.177037 -0.192742
288 10.331566,-1.102156,13.808074 0.237280 0.054605 -0.054237
289 6.022654,6.751540,14.716937 0.135617 0.202528 -0.149544
290 4.875595,8.132018,14.439748 0.122388 0.211284 -0.167711
291 11.591978,-0.723788,12.794929 0.273061 0.061988 -0.099341
292 6.673927,5.494338,14.958142 0.142692 0.189085 -0.136651
293 6.381126,5.303369,15.153712 0.140245 0.186662 -0.144547
294 4.139946,9.380263,13.901256 0.112313 0.214403 -0.170582
295 3.860037,9.768409,13.712792 0.108322 0.214053 -0.172092
296 3.715115,10.546109,13.165042 0.107053 0.212938 -0.168495
297 3.873081,10.653804,13.032031 0.110320 0.214829 -0.164316
298 2.172115,12.905171,11.269711 0.078313 0.177206 -0.191496
299 3.663513,11.166270,12.657657 0.107836 0.212977 -0.164495
300 3.428795,11.317420,12.588794 0.103117 0.209777 -0.167962
301 3.832052,10.927730,12.815240 0.110533 0.214968 -0.162903
302 3.379629,11.658057,12.287238 0.103826 0.208261 -0.167410
303 3.095707,11.951299,12.078170 0.098505 0.202591 -0.172269
304 3.114685,12.131530,11.891953 0.100546 0.201670 -0.172131
305 2.368801,12.949573,11.178752 0.085076 0.179522 -0.189197
306 3.305456,11.983956,11.989886 0.104629 0.205711 -0.168657
307 -16.837246,-3.857842,0.235393 -0.336157 -0.253079 -0.131960
308 -17.026995,-2.913360,0.053455 -0.265099 -0.119069 -0.240531
309 -17.124435,-2.250482,-0.284644 -0.194357 -0.038827 -0.320852
310 -6.822069,-15.718131,2.267468 -0.589277 -0.468815 0.137269
311 -16.732958,-4.260891,0.543790 -0.381778 -0.326185 -0.075706
312 -16.889023,-3.609837,0.396535 -0.336691 -0.219205 -0.154596
313 -17.169233,-1.895907,0.103385 -0.186549 -0.009052 -0.348296
314 -12.774414,-11.002697,3.792719 -0.642405 -0.213431 0.252444
315 -6.625081,-15.703775,2.871823 -0.590363 -0.477491 0.160606
316 -5.910954,-16.196600,1.215454 -0.519523 -0.510593 0.060521
317 -17.189558,-1.621740,0.524167 -0.187333 0.007382 -0.362795
318 -6.107027,-15.144373,5.667027 -0.636120 -0.489214 0.282625
319 -6.233320,-14.946157,6.043160 -0.655398 -0.486626 0.305216
320 -3.399166,-16.941088,0.460636 -0.362558 -0.668859 -0.017418
321 -3.020178,-16.998529,0.837724 -0.340056 -0.684001 -0.012198
322 -2.929257,-16.985714,1.297066 -0.338487 -0.693882 0.001691
323 -5.140692,-15.209047,6.405738 -0.616761 -0.500726 0.287748
324 -13.066990,-9.615343,5.951264 -0.707691 -0.180259 0.244478
325 8.587833,-4.332007,14.358468 0.202478 -0.026286 0.040257
326 1.137348,10.677316,13.528886 0.063758 0.194558 -0.198885
327 1.544262,12.012805,12.312619 0.059011 0.179986 -0.191541
328 1.433008,12.190225,12.150393 0.055586 0.175730 -0.193364
329 9.141466,-2.128778,14.510093 0.208995 0.039422 -0.018495
330 1.669914,12.339602,11.967837 0.062010 0.177115 -0.192855
331 6.536934,5.011197,15.186933 0.142184 0.182887 -0.139751
332 5.559317,6.957477,14.802897 0.130662 0.203718 -0.161042
333 12.246866,-0.605327,12.175834 0.293593 0.069849 -0.130355
334 10.801273,-0.494411,13.479377 0.245435 0.066404 -0.075086
335 2.034492,12.803626,11.410468 0.073588 0.177002 -0.192248
336 11.850569,-0.242312,12.573882 0.277326 0.076076 -0.114465
337 3.680141,11.456553,12.390269 0.110076 0.213271 -0.162542
338 2.932827,12.289042,11.775680 0.096676 0.197510 -0.175542
339 3.596619,11.850413,12.038905 0.111575 0.211322 -0.163472
340 2.627375,12.839385,11.248034 0.092568 0.185770 -0.183953
341 -17.089666,-2.484800,-0.406203 -0.205868 -0.061945 -0.298988
342 -16.529917,-4.865203,1.246644 -0.473369 -0.435977 0.017706
343 -7.062731,-15.507821,2.892590 -0.614542 -0.464614 0.179610
344 -12.541519,-11.354450,3.524550 -0.648584 -0.230763 0.254341
345 -6.762702,-15.490087,3.615554 -0.612967 -0.475016 0.203902
346 -17.191647,-1.680018,-0.080004 -0.159456 0.013692 -0.375340
347 -16.313559,-5.513661,1.394815 -0.501256 -0.567810 0.114082
348 -13.636566,-10.098024,3.267450 -0.622542 -0.207403 0.267496
349 -12.374634,-11.368395,4.033523 -0.653341 -0.229686 0.255009
350 -17.180113,-1.763697,0.346740 -0.189291 -0.001367 -0.354523
351 -14.886127,-8.374298,2.613294 -0.603882 -0.344523 0.322697
352 -12.539753,-11.043846,4.407395 -0.650262 -0.213737 0.252382
353 -12.490029,-10.949516,4.769248 -0.653776 -0.209785 0.253296
354 -17.129671,-1.879232,1.200060 -0.257561 -0.029165 -0.296484
355 -17.049856,-1.946185,1.980073 -0.328031 -0.054706 -0.215085
356 -3.216656,-16.925644,1.396936 -0.359937 -0.679366 0.010405
357 -12.896750,-10.054953,5.585430 -0.685560 -0.187445 0.252781
358 -16.081333,-3.703622,5.113551 -0.864826 -0.235483 0.299691
359 1.229321,11.412271,12.905730 0.056043 0.186175 -0.191803
360 8.293938,-2.560252,14.943410 0.185806 0.030092 0.001357
361 5.947346,4.721942,15.518540 0.138421 0.180899 -0.161519
362 13.225166,-2.278354,10.887380 0.341915 0.034837 -0.187433
363 13.203833,-1.580086,11.035388 0.332825 0.051589 -0.187217
364 5.409988,7.809699,14.427653 0.128676 0.210331 -0.157387
365 5.780928,7.255471,14.572923 0.132732 0.206856 -0.152368
366 1.887487,12.833289,11.402343 0.069319 0.174274 -0.194445
367 6.807262,5.030269,15.061336 0.144726 0.182843 -0.132577
368 4.321732,9.591628,13.700051 0.115707 0.215373 -0.165275
369 6.977623,5.219615,14.918120 0.146113 0.183935 -0.130064
370 4.543606,8.931615,14.070109 0.117764 0.214235 -0.166603
371 4.330557,9.396350,13.832147 0.115278 0.214920 -0.166707
372 6.639664,6.056222,14.754611 0.142084 0.195238 -0.137713
373 11.402981,-0.124513,12.982791 0.262016 0.075433 -0.097640
374 2.213528,13.102202,11.031524 0.081261 0.173927 -0.193577
375 2.448025,13.043509,11.051627 0.088798 0.179073 -0.189299
376 3.167221,12.266173,11.738811 0.103374 0.201653 -0.171602
377 2.928102,12.555821,11.491656 0.099145 0.194775 -0.176873
378 2.663918,13.035903,11.010631 0.096376 0.183038 -0.185964
379 3.263086,12.439487,11.528071 0.108488 0.202104 -0.170941
380 2.940933,12.782023,11.235858 0.102489 0.192251 -0.178520
381 -17.118221,-2.246132,-0.557479 -0.180809 -0.035091 -0.328138
382 -16.928869,-3.405584,-0.480090 -0.259710 -0.169784 -0.204352
383 -16.939001,-3.389285,0.048905 -0.295781 -0.180351 -0.189547
384 -17.042395,-2.811998,-0.232133 -0.239212 -0.101487 -0.259607
385 -16.496593,-5.108011,0.481202 -0.398386 -0.494766 0.040881
386 -6.717908,-15.850915,1.535149 -0.570940 -0.471016 0.098174
387 -7.257456,-15.232482,3.747458 -0.645025 -0.467335 0.234244
388 -12.928101,-11.010240,3.203560 -0.633697 -0.217722 0.253191
389 -15.327268,-7.576706,2.490726 -0.612983 -0.462680 0.319342
390 -16.100189,-6.005289,1.792577 -0.550173 -0.616176 0.188068
391 -12.270849,-11.326929,4.446511 -0.655027 -0.227109 0.254900
392 -17.170666,-1.751134,0.701274 -0.209900 -0.009613 -0.341766
393 -5.641392,-14.945164,6.601973 -0.655032 -0.489371 0.312533
394 -5.486570,-14.704323,7.242309 -0.685191 -0.480105 0.336781
395 -5.115604,-14.997247,6.905692 -0.641724 -0.493160 0.309974
396 12.409899,-3.905711,11.375638 0.341565 -0.018419 -0.113821
397 -16.901354,-2.051189,2.924716 -0.426765 -0.103906 -0.109824
398 2.992741,6.774173,15.607415 0.132640 0.205024 -0.266807
399 5.368166,5.098495,15.609971 0.135377 0.188705 -0.185739
400 1.479723,11.819203,12.506602 0.058163 0.182211 -0.190790
401 8.774799,-2.059350,14.744552 0.198084 0.041786 -0.016201
